figure,specimen,row_px1200,x_pt,y_pt,run_width_px,slip_in,load_kips
Fig. 3.17,HASAA-05ST,2675,184.07,565.53,43,0.00033,5.121
Fig. 3.17,HASAA-05ST,2676,184.07,565.59,43,0.00033,5.102
Fig. 3.17,HASAA-05ST,2677,184.07,565.65,43,0.00033,5.084
Fig. 3.17,HASAA-05ST,2678,184.04,565.71,44,0.00026,5.066
Fig. 3.17,HASAA-05ST,2679,184.01,565.77,43,0.0002,5.048
Fig. 3.17,HASAA-05ST,2680,184.01,565.83,43,0.0002,5.029
Fig. 3.17,HASAA-05ST,2681,184.01,565.89,43,0.0002,5.011
Fig. 3.17,HASAA-05ST,2682,184.01,565.95,43,0.0002,4.993
Fig. 3.17,HASAA-05ST,2683,184.01,566.01,43,0.0002,4.975
Fig. 3.17,HASAA-05ST,2684,183.98,566.07,44,0.00013,4.956
Fig. 3.17,HASAA-05ST,2685,183.95,566.13,43,7e-05,4.938
Fig. 3.17,HASAA-05ST,2686,183.95,566.19,43,7e-05,4.92
Fig. 3.17,HASAA-05ST,2687,183.95,566.25,43,7e-05,4.902
Fig. 3.17,HASAA-05ST,2688,183.95,566.31,43,7e-05,4.883
Fig. 3.17,HASAA-05ST,2689,183.92,566.37,44,0.0,4.865
Fig. 3.17,HASAA-05ST,2690,183.92,566.43,44,0.0,4.847
Fig. 3.17,HASAA-05ST,2691,183.89,566.49,43,-6e-05,4.829
Fig. 3.17,HASAA-05ST,2692,183.89,566.55,43,-6e-05,4.81
Fig. 3.17,HASAA-05ST,2693,183.89,566.61,43,-6e-05,4.792
Fig. 3.17,HASAA-05ST,2694,183.89,566.67,43,-6e-05,4.774
Fig. 3.17,HASAA-05ST,2695,183.86,566.73,44,-0.00013,4.756
Fig. 3.17,HASAA-05ST,2696,183.83,566.79,43,-0.00019,4.737
Fig. 3.17,HASAA-05ST,2697,183.83,566.85,43,-0.00019,4.719
Fig. 3.17,HASAA-05ST,2698,183.83,566.91,43,-0.00019,4.701
Fig. 3.17,HASAA-05ST,2699,183.83,566.97,43,-0.00019,4.683
Fig. 3.17,HASAA-05ST,2700,183.83,567.03,43,-0.00019,4.664
Fig. 3.17,HASAA-05ST,2701,183.8,567.09,44,-0.00026,4.646
Fig. 3.17,HASAA-05ST,2702,183.77,567.15,43,-0.00033,4.628
Fig. 3.17,HASAA-05ST,2703,183.77,567.21,43,-0.00033,4.609
Fig. 3.17,HASAA-05ST,2704,183.77,567.27,43,-0.00033,4.591
Fig. 3.17,HASAA-05ST,2705,183.77,567.33,43,-0.00033,4.573
Fig. 3.17,HASAA-05ST,2706,183.77,567.39,43,-0.00033,4.555
Fig. 3.17,HASAA-05ST,2707,183.74,567.45,44,-0.00039,4.536
Fig. 3.17,HASAA-05ST,2708,183.71,567.51,43,-0.00046,4.518
Fig. 3.17,HASAA-05ST,2709,183.71,567.57,43,-0.00046,4.5
Fig. 3.17,HASAA-05ST,2710,183.71,567.63,43,-0.00046,4.482
Fig. 3.17,HASAA-05ST,2711,183.71,567.69,43,-0.00046,4.463
Fig. 3.17,HASAA-05ST,2712,183.71,567.75,43,-0.00046,4.445
Fig. 3.17,HASAA-05ST,2713,183.68,567.81,44,-0.00052,4.427
Fig. 3.17,HASAA-05ST,2714,183.65,567.87,43,-0.00059,4.409
Fig. 3.17,HASAA-05ST,2715,183.65,567.93,43,-0.00059,4.39
Fig. 3.17,HASAA-05ST,2716,183.65,567.99,43,-0.00059,4.372
Fig. 3.17,HASAA-05ST,2717,183.65,568.05,43,-0.00059,4.354
Fig. 3.17,HASAA-05ST,2718,183.65,568.11,43,-0.00059,4.336
Fig. 3.17,HASAA-05ST,2719,183.62,568.17,44,-0.00065,4.317
Fig. 3.17,HASAA-05ST,2720,183.59,568.23,43,-0.00072,4.299
Fig. 3.17,HASAA-05ST,2721,183.59,568.29,43,-0.00072,4.281
Fig. 3.17,HASAA-05ST,2722,183.59,568.35,43,-0.00072,4.263
Fig. 3.17,HASAA-05ST,2723,183.59,568.41,43,-0.00072,4.244
Fig. 3.17,HASAA-05ST,2724,183.59,568.47,43,-0.00072,4.226
Fig. 3.17,HASAA-05ST,2725,183.59,568.53,43,-0.00072,4.208
Fig. 3.17,HASAA-05ST,2726,183.59,568.59,43,-0.00072,4.19
Fig. 3.17,HASAA-05ST,2727,183.59,568.65,43,-0.00072,4.171
Fig. 3.17,HASAA-05ST,2728,183.59,568.71,43,-0.00072,4.153
Fig. 3.17,HASAA-05ST,2729,183.59,568.77,43,-0.00072,4.135
Fig. 3.17,HASAA-05ST,2730,183.59,568.83,43,-0.00072,4.117
Fig. 3.17,HASAA-05ST,2731,183.59,568.89,43,-0.00072,4.098
Fig. 3.17,HASAA-05ST,2732,183.59,568.95,43,-0.00072,4.08
Fig. 3.17,HASAA-05ST,2733,183.59,569.01,43,-0.00072,4.062
Fig. 3.17,HASAA-05ST,2734,183.59,569.07,43,-0.00072,4.044
Fig. 3.17,HASAA-05ST,2735,183.59,569.13,43,-0.00072,4.025
Fig. 3.17,HASAA-05ST,2736,183.59,569.19,43,-0.00072,4.007
Fig. 3.17,HASAA-05ST,2737,183.59,569.25,43,-0.00072,3.989
Fig. 3.17,HASAA-05ST,2738,183.59,569.31,43,-0.00072,3.971
Fig. 3.17,HASAA-05ST,2739,183.59,569.37,43,-0.00072,3.952
Fig. 3.17,HASAA-05ST,2740,183.59,569.43,43,-0.00072,3.934
Fig. 3.17,HASAA-05ST,2741,183.59,569.49,43,-0.00072,3.916
Fig. 3.17,HASAA-05ST,2742,183.59,569.55,43,-0.00072,3.898
Fig. 3.17,HASAA-05ST,2743,183.59,569.61,43,-0.00072,3.879
Fig. 3.17,HASAA-05ST,2744,183.59,569.67,43,-0.00072,3.861
Fig. 3.17,HASAA-05ST,2745,183.59,569.73,43,-0.00072,3.843
Fig. 3.17,HASAA-05ST,2746,183.59,569.79,43,-0.00072,3.825
Fig. 3.17,HASAA-05ST,2747,183.59,569.85,43,-0.00072,3.806
Fig. 3.17,HASAA-05ST,2748,183.59,569.91,43,-0.00072,3.788
Fig. 3.17,HASAA-05ST,2749,183.59,569.97,43,-0.00072,3.77
Fig. 3.17,HASAA-05ST,2750,183.59,570.03,43,-0.00072,3.752
Fig. 3.17,HASAA-05ST,2751,183.59,570.09,43,-0.00072,3.733
Fig. 3.17,HASAA-05ST,2752,183.59,570.15,43,-0.00072,3.715
Fig. 3.17,HASAA-05ST,2753,183.59,570.21,43,-0.00072,3.697
Fig. 3.17,HASAA-05ST,2754,183.59,570.27,43,-0.00072,3.679
Fig. 3.17,HASAA-05ST,2755,183.59,570.33,43,-0.00072,3.66
Fig. 3.17,HASAA-05ST,2756,183.59,570.39,43,-0.00072,3.642
Fig. 3.17,HASAA-05ST,2757,183.59,570.45,43,-0.00072,3.624
Fig. 3.17,HASAA-05ST,2758,183.59,570.51,43,-0.00072,3.605
Fig. 3.17,HASAA-05ST,2759,183.59,570.57,43,-0.00072,3.587
Fig. 3.17,HASAA-05ST,2760,183.59,570.63,43,-0.00072,3.569
Fig. 3.17,HASAA-05ST,2761,183.59,570.69,43,-0.00072,3.551
Fig. 3.17,HASAA-05ST,2762,183.59,570.75,43,-0.00072,3.532
Fig. 3.17,HASAA-05ST,2763,183.59,570.81,43,-0.00072,3.514
Fig. 3.17,HASAA-05ST,2764,183.59,570.87,43,-0.00072,3.496
Fig. 3.17,HASAA-05ST,2765,183.59,570.93,43,-0.00072,3.478
Fig. 3.17,HASAA-05ST,2766,183.59,570.99,43,-0.00072,3.459
Fig. 3.17,HASAA-05ST,2767,183.59,571.05,43,-0.00072,3.441
Fig. 3.17,HASAA-05ST,2768,183.59,571.11,43,-0.00072,3.423
Fig. 3.17,HASAA-05ST,2769,183.59,571.17,43,-0.00072,3.405
Fig. 3.17,HASAA-05ST,2770,183.59,571.23,43,-0.00072,3.386
Fig. 3.17,HASAA-05ST,2771,183.59,571.29,43,-0.00072,3.368
Fig. 3.17,HASAA-05ST,2772,183.59,571.35,43,-0.00072,3.35
Fig. 3.17,HASAA-05ST,2773,183.59,571.41,43,-0.00072,3.332
Fig. 3.17,HASAA-05ST,2774,183.59,571.47,43,-0.00072,3.313
Fig. 3.17,HASAA-05ST,2775,183.59,571.53,43,-0.00072,3.295
Fig. 3.17,HASAA-05ST,2776,183.59,571.59,43,-0.00072,3.277
Fig. 3.17,HASAA-05ST,2777,183.59,571.65,43,-0.00072,3.259
Fig. 3.17,HASAA-05ST,2778,183.59,571.71,43,-0.00072,3.24
Fig. 3.17,HASAA-05ST,2779,183.59,571.77,43,-0.00072,3.222
Fig. 3.17,HASAA-05ST,2780,183.59,571.83,43,-0.00072,3.204
Fig. 3.17,HASAA-05ST,2781,183.59,571.89,43,-0.00072,3.186
Fig. 3.17,HASAA-05ST,2782,183.59,571.95,43,-0.00072,3.167
Fig. 3.17,HASAA-05ST,2783,183.59,572.01,43,-0.00072,3.149
Fig. 3.17,HASAA-05ST,2784,183.59,572.07,43,-0.00072,3.131
Fig. 3.17,HASAA-05ST,2785,183.59,572.13,43,-0.00072,3.113
Fig. 3.17,HASAA-05ST,2786,183.59,572.19,43,-0.00072,3.094
Fig. 3.17,HASAA-05ST,2787,183.59,572.25,43,-0.00072,3.076
Fig. 3.17,HASAA-05ST,2788,183.59,572.31,43,-0.00072,3.058
Fig. 3.17,HASAA-05ST,2789,183.59,572.37,43,-0.00072,3.04
Fig. 3.17,HASAA-05ST,2790,183.59,572.43,43,-0.00072,3.021
Fig. 3.17,HASAA-05ST,2791,183.59,572.49,43,-0.00072,3.003
Fig. 3.17,HASAA-05ST,2792,183.59,572.55,43,-0.00072,2.985
Fig. 3.17,HASAA-05ST,2793,183.59,572.61,43,-0.00072,2.967
Fig. 3.17,HASAA-05ST,2794,183.59,572.67,43,-0.00072,2.948
Fig. 3.17,HASAA-05ST,2795,183.59,572.73,43,-0.00072,2.93
Fig. 3.17,HASAA-05ST,2796,183.59,572.79,43,-0.00072,2.912
Fig. 3.17,HASAA-05ST,2797,183.59,572.85,43,-0.00072,2.894
Fig. 3.17,HASAA-05ST,2798,183.59,572.91,43,-0.00072,2.875
Fig. 3.17,HASAA-05ST,2799,183.59,572.97,43,-0.00072,2.857
Fig. 3.17,HASAA-05ST,2800,183.59,573.03,43,-0.00072,2.839
Fig. 3.17,HASAA-05ST,2801,183.59,573.09,43,-0.00072,2.821
Fig. 3.17,HASAA-05ST,2802,183.59,573.15,43,-0.00072,2.802
Fig. 3.17,HASAA-05ST,2803,183.59,573.21,43,-0.00072,2.784
Fig. 3.17,HASAA-05ST,2804,183.59,573.27,43,-0.00072,2.766
Fig. 3.17,HASAA-05ST,2805,183.59,573.33,43,-0.00072,2.748
Fig. 3.17,HASAA-05ST,2806,183.59,573.39,43,-0.00072,2.729
Fig. 3.17,HASAA-05ST,2807,183.59,573.45,43,-0.00072,2.711
Fig. 3.17,HASAA-05ST,2808,183.59,573.51,43,-0.00072,2.693
Fig. 3.17,HASAA-05ST,2809,183.59,573.57,43,-0.00072,2.674
Fig. 3.17,HASAA-05ST,2810,183.59,573.63,43,-0.00072,2.656
Fig. 3.17,HASAA-05ST,2811,183.59,573.69,43,-0.00072,2.638
Fig. 3.17,HASAA-05ST,2812,183.59,573.75,43,-0.00072,2.62
Fig. 3.17,HASAA-05ST,2813,183.59,573.81,43,-0.00072,2.601
Fig. 3.17,HASAA-05ST,2814,183.59,573.87,43,-0.00072,2.583
Fig. 3.17,HASAA-05ST,2815,183.59,573.93,43,-0.00072,2.565
Fig. 3.17,HASAA-05ST,2816,183.59,573.99,43,-0.00072,2.547
Fig. 3.17,HASAA-05ST,2817,183.59,574.05,43,-0.00072,2.528
Fig. 3.17,HASAA-05ST,2818,183.59,574.11,43,-0.00072,2.51
Fig. 3.17,HASAA-05ST,2819,183.59,574.17,43,-0.00072,2.492
Fig. 3.17,HASAA-05ST,2820,183.59,574.23,43,-0.00072,2.474
Fig. 3.17,HASAA-05ST,2821,183.59,574.29,43,-0.00072,2.455
Fig. 3.17,HASAA-05ST,2822,183.59,574.35,43,-0.00072,2.437
Fig. 3.17,HASAA-05ST,2823,183.59,574.41,43,-0.00072,2.419
Fig. 3.17,HASAA-05ST,2824,183.59,574.47,43,-0.00072,2.401
Fig. 3.17,HASAA-05ST,2825,183.59,574.53,43,-0.00072,2.382
Fig. 3.17,HASAA-05ST,2826,183.59,574.59,43,-0.00072,2.364
Fig. 3.17,HASAA-05ST,2827,183.59,574.65,43,-0.00072,2.346
Fig. 3.17,HASAA-05ST,2828,183.59,574.71,43,-0.00072,2.328
Fig. 3.17,HASAA-05ST,2829,183.59,574.77,43,-0.00072,2.309
Fig. 3.17,HASAA-05ST,2830,183.59,574.83,43,-0.00072,2.291
Fig. 3.17,HASAA-05ST,2831,183.59,574.89,43,-0.00072,2.273
Fig. 3.17,HASAA-05ST,2832,183.59,574.95,43,-0.00072,2.255
Fig. 3.17,HASAA-05ST,2833,183.59,575.01,43,-0.00072,2.236
Fig. 3.17,HASAA-05ST,2834,183.59,575.07,43,-0.00072,2.218
Fig. 3.17,HASAA-05ST,2835,183.59,575.13,43,-0.00072,2.2
Fig. 3.17,HASAA-05ST,2836,183.59,575.19,43,-0.00072,2.182
Fig. 3.17,HASAA-05ST,2837,183.59,575.25,43,-0.00072,2.163
Fig. 3.17,HASAA-05ST,2838,183.59,575.31,43,-0.00072,2.145
Fig. 3.17,HASAA-05ST,2839,183.59,575.37,43,-0.00072,2.127
Fig. 3.17,HASAA-05ST,2840,183.59,575.43,43,-0.00072,2.109
Fig. 3.17,HASAA-05ST,2841,183.59,575.49,43,-0.00072,2.09
Fig. 3.17,HASAA-05ST,2842,183.59,575.55,43,-0.00072,2.072
Fig. 3.17,HASAA-05ST,2843,183.59,575.61,43,-0.00072,2.054
Fig. 3.17,HASAA-05ST,2844,183.59,575.67,43,-0.00072,2.036
Fig. 3.17,HASAA-05ST,2845,183.59,575.73,43,-0.00072,2.017
Fig. 3.17,HASAA-05ST,2846,183.59,575.79,43,-0.00072,1.999
Fig. 3.17,HASAA-05ST,2847,183.59,575.85,43,-0.00072,1.981
Fig. 3.17,HASAA-05ST,2848,183.59,575.91,43,-0.00072,1.963
Fig. 3.17,HASAA-05ST,2849,183.59,575.97,43,-0.00072,1.944
Fig. 3.17,HASAA-05ST,2850,183.59,576.03,43,-0.00072,1.926
Fig. 3.17,HASAA-05ST,2851,183.59,576.09,43,-0.00072,1.908
Fig. 3.17,HASAA-05ST,2852,183.59,576.15,43,-0.00072,1.89
Fig. 3.17,HASAA-05ST,2853,183.59,576.21,43,-0.00072,1.871
Fig. 3.17,HASAA-05ST,2854,183.59,576.27,43,-0.00072,1.853
Fig. 3.17,HASAA-05ST,2855,183.59,576.33,43,-0.00072,1.835
Fig. 3.17,HASAA-05ST,2856,183.59,576.39,43,-0.00072,1.817
Fig. 3.17,HASAA-05ST,2857,183.59,576.45,43,-0.00072,1.798
Fig. 3.17,HASAA-05ST,2858,183.59,576.51,43,-0.00072,1.78
Fig. 3.17,HASAA-05ST,2859,183.59,576.57,43,-0.00072,1.762
Fig. 3.17,HASAA-05ST,2860,183.59,576.63,43,-0.00072,1.744
Fig. 3.17,HASAA-05ST,2861,183.59,576.69,43,-0.00072,1.725
Fig. 3.17,HASAA-05ST,2862,183.59,576.75,43,-0.00072,1.707
Fig. 3.17,HASAA-05ST,2863,183.59,576.81,43,-0.00072,1.689
Fig. 3.17,HASAA-05ST,2864,183.59,576.87,43,-0.00072,1.67
Fig. 3.17,HASAA-05ST,2865,183.59,576.93,43,-0.00072,1.652
Fig. 3.17,HASAA-05ST,2866,183.59,576.99,43,-0.00072,1.634
Fig. 3.17,HASAA-05ST,2867,183.59,577.05,43,-0.00072,1.616
Fig. 3.17,HASAA-05ST,2868,183.59,577.11,43,-0.00072,1.597
Fig. 3.17,HASAA-05ST,2869,183.59,577.17,43,-0.00072,1.579
Fig. 3.17,HASAA-05ST,2870,183.59,577.23,43,-0.00072,1.561
Fig. 3.17,HASAA-05ST,2871,183.59,577.29,43,-0.00072,1.543
Fig. 3.17,HASAA-05ST,2872,183.59,577.35,43,-0.00072,1.524
Fig. 3.17,HASAA-05ST,2873,183.59,577.41,43,-0.00072,1.506
Fig. 3.17,HASAA-05ST,2874,183.59,577.47,43,-0.00072,1.488
Fig. 3.17,HASAA-05ST,2875,183.59,577.53,43,-0.00072,1.47
Fig. 3.17,HASAA-05ST,2876,183.59,577.59,43,-0.00072,1.451
Fig. 3.17,HASAA-05ST,2877,183.59,577.65,43,-0.00072,1.433
Fig. 3.17,HASAA-05ST,2878,183.59,577.71,43,-0.00072,1.415
Fig. 3.17,HASAA-05ST,2879,183.59,577.77,43,-0.00072,1.397
Fig. 3.17,HASAA-05ST,2880,183.59,577.83,43,-0.00072,1.378
Fig. 3.17,HASAA-05ST,2881,183.59,577.89,43,-0.00072,1.36
Fig. 3.17,HASAA-05ST,2882,183.59,577.95,43,-0.00072,1.342
Fig. 3.17,HASAA-05ST,2883,183.59,578.01,43,-0.00072,1.324
Fig. 3.17,HASAA-05ST,2884,183.59,578.07,43,-0.00072,1.305
Fig. 3.17,HASAA-05ST,2885,183.59,578.13,43,-0.00072,1.287
Fig. 3.17,HASAA-05ST,2886,183.59,578.19,43,-0.00072,1.269
Fig. 3.17,HASAA-05ST,2887,183.59,578.25,43,-0.00072,1.251
Fig. 3.17,HASAA-05ST,2888,183.59,578.31,43,-0.00072,1.232
Fig. 3.17,HASAA-05ST,2889,183.59,578.37,43,-0.00072,1.214
Fig. 3.17,HASAA-05ST,2890,183.59,578.43,43,-0.00072,1.196
Fig. 3.17,HASAA-05ST,2891,183.59,578.49,43,-0.00072,1.178
Fig. 3.17,HASAA-05ST,2892,183.59,578.55,43,-0.00072,1.159
Fig. 3.17,HASAA-05ST,2893,183.59,578.61,43,-0.00072,1.141
Fig. 3.17,HASAA-05ST,2894,183.59,578.67,43,-0.00072,1.123
Fig. 3.17,HASAA-05ST,2895,183.59,578.73,43,-0.00072,1.105
Fig. 3.17,HASAA-05ST,2896,183.59,578.79,43,-0.00072,1.086
Fig. 3.17,HASAA-05ST,2897,183.59,578.85,43,-0.00072,1.068
Fig. 3.17,HASAA-05ST,2898,183.59,578.91,43,-0.00072,1.05
Fig. 3.17,HASAA-05ST,2899,183.59,578.97,43,-0.00072,1.032
Fig. 3.17,HASAA-05ST,2900,183.59,579.03,43,-0.00072,1.013
Fig. 3.17,HASAA-05ST,2901,183.59,579.09,43,-0.00072,0.995
Fig. 3.17,HASAA-05ST,2902,183.59,579.15,43,-0.00072,0.977
Fig. 3.17,HASAA-05ST,2903,183.59,579.21,43,-0.00072,0.959
Fig. 3.17,HASAA-05ST,2904,183.59,579.27,43,-0.00072,0.94
Fig. 3.17,HASAA-05ST,2905,183.59,579.33,43,-0.00072,0.922
Fig. 3.17,HASAA-05ST,2906,183.59,579.39,43,-0.00072,0.904
Fig. 3.17,HASAA-05ST,2907,183.59,579.45,43,-0.00072,0.886
Fig. 3.17,HASAA-05ST,2908,183.59,579.51,43,-0.00072,0.867
Fig. 3.17,HASAA-05ST,2909,183.59,579.57,43,-0.00072,0.849
Fig. 3.17,HASAA-05ST,2910,183.59,579.63,43,-0.00072,0.831
Fig. 3.17,HASAA-05ST,2911,183.59,579.69,43,-0.00072,0.813
Fig. 3.17,HASAA-05ST,2912,183.59,579.75,43,-0.00072,0.794
Fig. 3.17,HASAA-05ST,2913,183.59,579.81,43,-0.00072,0.776
Fig. 3.17,HASAA-05ST,2914,183.59,579.87,43,-0.00072,0.758
Fig. 3.17,HASAA-05ST,2915,183.59,579.93,43,-0.00072,0.739
Fig. 3.17,HASAA-05ST,2916,183.59,579.99,43,-0.00072,0.721
Fig. 3.17,HASAA-05ST,2917,183.59,580.05,43,-0.00072,0.703
Fig. 3.17,HASAA-05ST,2918,183.59,580.11,43,-0.00072,0.685
Fig. 3.17,HASAA-05ST,2919,183.59,580.17,43,-0.00072,0.666
Fig. 3.17,HASAA-05ST,2920,183.59,580.23,43,-0.00072,0.648
Fig. 3.17,HASAA-05ST,2921,183.59,580.29,43,-0.00072,0.63
Fig. 3.17,HASAA-05ST,2922,183.59,580.35,43,-0.00072,0.612
Fig. 3.17,HASAA-05ST,2923,183.59,580.41,43,-0.00072,0.593
Fig. 3.17,HASAA-05ST,2924,183.59,580.47,43,-0.00072,0.575
Fig. 3.17,HASAA-05ST,2925,183.59,580.53,43,-0.00072,0.557
Fig. 3.17,HASAA-05ST,2926,183.59,580.59,43,-0.00072,0.539
Fig. 3.17,HASAA-05ST,2927,183.59,580.65,43,-0.00072,0.52
Fig. 3.17,HASAA-05ST,2928,183.59,580.71,43,-0.00072,0.502
Fig. 3.17,HASAA-05ST,2929,183.59,580.77,43,-0.00072,0.484
Fig. 3.17,HASAA-05ST,2930,183.59,580.83,43,-0.00072,0.466
Fig. 3.17,HASAA-05ST,2931,183.59,580.89,43,-0.00072,0.447
Fig. 3.17,HASAA-05ST,2932,183.59,580.95,43,-0.00072,0.429
Fig. 3.17,HASAA-05ST,2933,183.59,581.01,43,-0.00072,0.411
Fig. 3.17,HASAA-05ST,2934,183.59,581.07,43,-0.00072,0.393
Fig. 3.17,HASAA-05ST,2935,183.59,581.13,43,-0.00072,0.374
Fig. 3.17,HASAA-05ST,2936,183.59,581.19,43,-0.00072,0.356
Fig. 3.17,HASAA-05ST,2937,183.59,581.25,43,-0.00072,0.338
Fig. 3.17,HASAA-05ST,2938,183.59,581.31,43,-0.00072,0.32
Fig. 3.17,HASAA-05ST,2939,183.59,581.37,43,-0.00072,0.301
Fig. 3.17,HASAA-05ST,2940,183.59,581.43,43,-0.00072,0.283
Fig. 3.17,HASAA-05ST,2941,183.59,581.49,43,-0.00072,0.265
Fig. 3.17,HASAA-05ST,2942,183.59,581.55,43,-0.00072,0.247
Fig. 3.17,HASAA-05ST,2943,183.59,581.61,43,-0.00072,0.228
Fig. 3.17,HASAA-05ST,2944,183.59,581.67,43,-0.00072,0.21
Fig. 3.17,HASAA-05ST,2945,183.59,581.73,43,-0.00072,0.192
Fig. 3.17,HASAA-05ST,2946,183.59,581.79,43,-0.00072,0.174
Fig. 3.17,HASAA-05ST,2947,183.59,581.85,43,-0.00072,0.155
Fig. 3.17,HASAA-05ST,2948,183.59,581.91,43,-0.00072,0.137
Fig. 3.17,HASAA-05ST,2949,183.59,581.97,43,-0.00072,0.119
Fig. 3.17,HASAA-05ST,2950,183.59,582.03,43,-0.00072,0.101
Fig. 3.17,HASAA-05ST,2951,183.59,582.09,43,-0.00072,0.082
Fig. 3.17,HASAA-05ST,2952,183.59,582.15,43,-0.00072,0.064
Fig. 3.17,HASAA-05ST,2953,183.59,582.21,43,-0.00072,0.046
Fig. 3.17,HASAA-05ST,2954,183.59,582.27,43,-0.00072,0.028
Fig. 3.17,HASAA-05ST,2955,183.59,582.33,43,-0.00072,0.009
Fig. 3.17,HASAA-05ST,2956,183.59,582.39,43,-0.00072,-0.009
Fig. 3.17,HASAA-05ST,2957,183.59,582.45,41,-0.00072,-0.027
Fig. 3.17,HASAA-05ST,2958,183.59,582.51,41,-0.00072,-0.045
Fig. 3.17,HASAA-05ST,2959,183.59,582.57,41,-0.00072,-0.064
Fig. 3.17,HASAA-05ST,2960,183.59,582.63,39,-0.00072,-0.082
Fig. 3.17,HASAA-05ST,2961,183.59,582.69,39,-0.00072,-0.1
Fig. 3.17,HASAA-05ST,2962,183.56,582.75,38,-0.00078,-0.118
Fig. 3.17,HASAA-05ST,2963,183.59,582.81,37,-0.00072,-0.137
Fig. 3.17,HASAA-05ST,2964,183.59,582.87,35,-0.00072,-0.155
Fig. 3.17,HASAA-05ST,2965,183.56,582.93,34,-0.00078,-0.173
Fig. 3.17,HASAA-05ST,2966,183.56,582.99,32,-0.00078,-0.191
Fig. 3.17,HASAA-05ST,2967,183.56,583.05,30,-0.00078,-0.21
Fig. 3.17,HASAA-05ST,2968,183.56,583.11,28,-0.00078,-0.228
Fig. 3.17,HASAA-05ST,2969,183.56,583.17,26,-0.00078,-0.246
Fig. 3.17,HASAA-05ST,2970,183.56,583.23,24,-0.00078,-0.265
Fig. 3.17,HASAA-05ST,2971,183.56,583.29,20,-0.00078,-0.283
Fig. 3.17,HASAA-05ST,2972,183.56,583.35,16,-0.00078,-0.301
Fig. 3.17,HASAA-05ST,2973,183.56,583.41,10,-0.00078,-0.319
Fig. 3.17,HASAA-06ST,1009,338.39,465.57,521,0.3375,35.533
Fig. 3.17,HASAA-06ST,1010,338.39,465.63,531,0.3375,35.515
Fig. 3.17,HASAA-06ST,1011,338.39,465.69,539,0.3375,35.496
Fig. 3.17,HASAA-06ST,1012,338.42,465.75,544,0.33756,35.478
Fig. 3.17,HASAA-06ST,1013,338.42,465.81,548,0.33756,35.46
Fig. 3.17,HASAA-06ST,1014,338.42,465.87,552,0.33756,35.442
Fig. 3.17,HASAA-06ST,1015,338.42,465.93,556,0.33756,35.423
Fig. 3.17,HASAA-06ST,1016,338.42,465.99,560,0.33756,35.405
Fig. 3.17,HASAA-06ST,1017,338.45,466.05,563,0.33763,35.387
Fig. 3.17,HASAA-06ST,1018,338.45,466.11,567,0.33763,35.369
Fig. 3.17,HASAA-06ST,1019,338.48,466.17,570,0.3377,35.35
Fig. 3.17,HASAA-06ST,1020,335.84,466.23,910,0.33193,35.332
Fig. 3.17,HASAA-06ST,1021,335.84,466.29,920,0.33193,35.314
Fig. 3.17,HASAA-06ST,1022,335.81,466.35,927,0.33186,35.296
Fig. 3.17,HASAA-06ST,1023,335.81,466.41,933,0.33186,35.277
Fig. 3.17,HASAA-06ST,1024,335.81,466.47,937,0.33186,35.259
Fig. 3.17,HASAA-06ST,1025,335.81,466.53,941,0.33186,35.241
Fig. 3.17,HASAA-06ST,1026,335.81,466.59,945,0.33186,35.223
Fig. 3.17,HASAA-06ST,1027,335.81,466.65,949,0.33186,35.204
Fig. 3.17,HASAA-06ST,1028,335.81,466.71,951,0.33186,35.186
Fig. 3.17,HASAA-06ST,1029,335.81,466.77,955,0.33186,35.168
Fig. 3.17,HASAA-06ST,1030,330.29,466.83,1201,0.3198,35.15
Fig. 3.17,HASAA-06ST,1031,330.32,466.89,1210,0.31987,35.131
Fig. 3.17,HASAA-06ST,1032,330.32,466.95,1216,0.31987,35.113
Fig. 3.17,HASAA-06ST,1033,330.32,467.01,1222,0.31987,35.095
Fig. 3.17,HASAA-06ST,1034,330.32,467.07,1226,0.31987,35.077
Fig. 3.17,HASAA-06ST,1035,330.32,467.13,1230,0.31987,35.058
Fig. 3.17,HASAA-06ST,1036,330.32,467.19,1234,0.31987,35.04
Fig. 3.17,HASAA-06ST,1037,330.32,467.25,1238,0.31987,35.022
Fig. 3.17,HASAA-06ST,1038,330.32,467.31,1240,0.31987,35.004
Fig. 3.17,HASAA-06ST,1039,330.32,467.37,1244,0.31987,34.985
Fig. 3.17,HASAA-06ST,1040,330.32,467.43,1246,0.31987,34.967
Fig. 3.17,HASAA-06ST,1041,326.42,467.49,1396,0.31135,34.949
Fig. 3.17,HASAA-06ST,1042,326.42,467.55,1406,0.31135,34.931
Fig. 3.17,HASAA-06ST,1043,326.42,467.61,1412,0.31135,34.912
Fig. 3.17,HASAA-06ST,1044,326.42,467.67,1418,0.31135,34.894
Fig. 3.17,HASAA-06ST,1045,326.42,467.73,1422,0.31135,34.876
Fig. 3.17,HASAA-06ST,1046,326.42,467.79,1426,0.31135,34.858
Fig. 3.17,HASAA-06ST,1047,326.42,467.85,1430,0.31135,34.839
Fig. 3.17,HASAA-06ST,1048,326.45,467.91,1433,0.31141,34.821
Fig. 3.17,HASAA-06ST,1049,326.42,467.97,1436,0.31135,34.803
Fig. 3.17,HASAA-06ST,1050,326.45,468.03,1439,0.31141,34.785
