figure_key,series,seq,source,draw_index,x_pt,y_pt,x_px600,y_px600,marker_w_pt,marker_h_pt,deflection_in,load_kips
thesis_fig4-22,HTFGB-30BS_center,136,markers,279,432.24,157.14,3602.0,1309.5,7.92,7.92,10.6317,213.752
thesis_fig4-22,HTFGB-30BS_center,137,markers,281,435.24,155.82,3627.0,1298.5,7.92,7.92,10.7639,216.295
thesis_fig4-22,HTFGB-30BS_center,138,markers,283,441.48,159.3,3679.0,1327.5,7.92,7.92,11.0389,209.592
thesis_fig4-22,HTFGB-30BS_center,139,markers,285,441.6,159.9,3680.0,1332.5,7.92,7.92,11.0442,208.436
thesis_fig4-22,HTFGB-30BS_south_quarter,1,markers,288,190.47,267.75,1587.3,2231.2,5.94,5.94,-0.0223,0.703
thesis_fig4-22,HTFGB-30BS_south_quarter,2,markers,290,191.13,265.11,1592.8,2209.3,5.94,5.94,0.0068,5.788
thesis_fig4-22,HTFGB-30BS_south_quarter,3,markers,292,191.46,262.47,1595.5,2187.3,6.6,5.94,0.0214,10.873
thesis_fig4-22,HTFGB-30BS_south_quarter,4,markers,294,192.12,259.83,1601.0,2165.2,6.6,5.94,0.0504,15.958
thesis_fig4-22,HTFGB-30BS_south_quarter,5,markers,296,192.45,257.19,1603.7,2143.2,5.94,5.94,0.065,21.043
thesis_fig4-22,HTFGB-30BS_south_quarter,6,markers,298,193.11,254.55,1609.3,2121.3,5.94,5.94,0.0941,26.128
thesis_fig4-22,HTFGB-30BS_south_quarter,7,markers,300,193.77,251.91,1614.8,2099.3,5.94,5.94,0.1232,31.213
thesis_fig4-22,HTFGB-30BS_south_quarter,8,markers,302,194.1,249.27,1617.5,2077.2,6.6,5.94,0.1377,36.298
thesis_fig4-22,HTFGB-30BS_south_quarter,9,markers,304,194.43,246.63,1620.3,2055.2,5.94,5.94,0.1522,41.383
thesis_fig4-22,HTFGB-30BS_south_quarter,10,markers,306,195.09,244.32,1625.7,2036.0,5.94,6.6,0.1813,45.832
thesis_fig4-22,HTFGB-30BS_south_quarter,11,markers,308,195.42,241.68,1628.5,2014.0,6.6,6.6,0.1959,50.917
thesis_fig4-22,HTFGB-30BS_south_quarter,12,markers,310,196.08,239.04,1634.0,1992.0,6.6,6.6,0.2249,56.002
thesis_fig4-22,HTFGB-30BS_south_quarter,13,markers,312,196.08,239.37,1634.0,1994.8,6.6,5.94,0.2249,55.367
thesis_fig4-22,HTFGB-30BS_south_quarter,14,markers,314,197.07,242.34,1642.3,2019.5,5.94,6.6,0.2686,49.646
thesis_fig4-22,HTFGB-30BS_south_quarter,15,markers,316,197.07,241.68,1642.3,2014.0,5.94,6.6,0.2686,50.917
thesis_fig4-22,HTFGB-30BS_south_quarter,16,markers,318,197.73,239.04,1647.7,1992.0,5.94,6.6,0.2977,56.002
thesis_fig4-22,HTFGB-30BS_south_quarter,17,markers,320,198.06,236.4,1650.5,1970.0,6.6,6.6,0.3122,61.087
thesis_fig4-22,HTFGB-30BS_south_quarter,18,markers,322,198.06,236.73,1650.5,1972.8,6.6,5.94,0.3122,60.451
thesis_fig4-22,HTFGB-30BS_south_quarter,19,markers,324,198.39,233.76,1653.2,1948.0,5.94,6.6,0.3267,66.172
thesis_fig4-22,HTFGB-30BS_south_quarter,20,markers,326,199.05,231.45,1658.8,1928.7,5.94,5.94,0.3558,70.622
thesis_fig4-22,HTFGB-30BS_south_quarter,21,markers,328,199.71,233.1,1664.3,1942.5,5.94,6.6,0.3849,67.443
thesis_fig4-22,HTFGB-30BS_south_quarter,22,markers,330,199.71,231.12,1664.3,1926.0,5.94,6.6,0.3849,71.257
thesis_fig4-22,HTFGB-30BS_south_quarter,23,markers,332,199.71,231.45,1664.3,1928.7,5.94,5.94,0.3849,70.622
thesis_fig4-22,HTFGB-30BS_south_quarter,24,markers,334,200.37,228.81,1669.7,1906.8,5.94,5.94,0.414,75.706
thesis_fig4-22,HTFGB-30BS_south_quarter,25,markers,336,201.03,226.17,1675.2,1884.7,5.94,5.94,0.4431,80.792
thesis_fig4-22,HTFGB-30BS_south_quarter,26,markers,338,201.36,223.53,1678.0,1862.7,6.6,5.94,0.4576,85.876
thesis_fig4-22,HTFGB-30BS_south_quarter,27,markers,340,201.69,220.89,1680.8,1840.7,5.94,5.94,0.4722,90.961
thesis_fig4-22,HTFGB-30BS_south_quarter,28,markers,342,203.01,225.51,1691.7,1879.2,5.94,5.94,0.5303,82.063
thesis_fig4-22,HTFGB-30BS_south_quarter,29,markers,344,203.34,223.53,1694.5,1862.7,6.6,5.94,0.5449,85.876
thesis_fig4-22,HTFGB-30BS_south_quarter,30,markers,346,203.67,220.89,1697.2,1840.7,5.94,5.94,0.5594,90.961
thesis_fig4-22,HTFGB-30BS_south_quarter,31,markers,348,204.33,218.25,1702.8,1818.7,5.94,5.94,0.5885,96.046
thesis_fig4-22,HTFGB-30BS_south_quarter,32,markers,350,204.66,215.61,1705.5,1796.8,6.6,5.94,0.603,101.131
thesis_fig4-22,HTFGB-30BS_south_quarter,33,markers,352,204.99,220.23,1708.3,1835.3,5.94,5.94,0.6176,92.233
thesis_fig4-22,HTFGB-30BS_south_quarter,34,markers,354,205.65,218.25,1713.7,1818.7,5.94,5.94,0.6467,96.046
thesis_fig4-22,HTFGB-30BS_south_quarter,35,markers,356,205.98,215.61,1716.5,1796.8,6.6,5.94,0.6612,101.131
thesis_fig4-22,HTFGB-30BS_south_quarter,36,markers,358,206.31,212.97,1719.2,1774.8,5.94,5.94,0.6757,106.216
thesis_fig4-22,HTFGB-30BS_south_quarter,37,markers,360,207.3,213.96,1727.5,1783.0,6.6,6.6,0.7194,104.309
thesis_fig4-22,HTFGB-30BS_south_quarter,38,markers,362,207.63,212.97,1730.3,1774.8,5.94,5.94,0.7339,106.216
thesis_fig4-22,HTFGB-30BS_south_quarter,39,markers,364,207.96,210.66,1733.0,1755.5,6.6,6.6,0.7485,110.666
thesis_fig4-22,HTFGB-30BS_south_quarter,40,markers,366,208.29,208.02,1735.8,1733.5,5.94,6.6,0.763,115.751
thesis_fig4-22,HTFGB-30BS_south_quarter,41,markers,368,208.95,205.38,1741.2,1711.5,5.94,6.6,0.7921,120.836
thesis_fig4-22,HTFGB-30BS_south_quarter,42,markers,370,208.95,205.71,1741.2,1714.2,5.94,5.94,0.7921,120.2
thesis_fig4-22,HTFGB-30BS_south_quarter,43,markers,372,209.61,207.69,1746.8,1730.7,5.94,5.94,0.8212,116.386
thesis_fig4-22,HTFGB-30BS_south_quarter,44,markers,374,209.61,205.38,1746.8,1711.5,5.94,6.6,0.8212,120.836
thesis_fig4-22,HTFGB-30BS_south_quarter,45,markers,376,210.27,202.77,1752.3,1689.7,5.94,6.54,0.8503,125.863
thesis_fig4-22,HTFGB-30BS_south_quarter,46,markers,378,210.93,202.77,1757.8,1689.7,5.94,6.54,0.8793,125.863
thesis_fig4-22,HTFGB-30BS_south_quarter,47,markers,380,211.59,200.13,1763.2,1667.8,5.94,6.54,0.9084,130.948
thesis_fig4-22,HTFGB-30BS_south_quarter,48,markers,382,212.25,197.82,1768.8,1648.5,5.94,5.88,0.9375,135.397
thesis_fig4-22,HTFGB-30BS_south_quarter,49,markers,384,212.58,198.48,1771.5,1654.0,6.6,5.88,0.952,134.126
thesis_fig4-22,HTFGB-30BS_south_quarter,50,markers,386,212.91,197.49,1774.3,1645.8,5.94,6.54,0.9666,136.033
thesis_fig4-22,HTFGB-30BS_south_quarter,51,markers,388,213.24,198.15,1777.0,1651.2,6.6,6.54,0.9811,134.762
thesis_fig4-22,HTFGB-30BS_south_quarter,52,markers,390,213.24,197.49,1777.0,1645.8,6.6,6.54,0.9811,136.033
thesis_fig4-22,HTFGB-30BS_south_quarter,53,markers,392,213.57,195.21,1779.8,1626.7,5.94,5.94,0.9957,140.424
thesis_fig4-22,HTFGB-30BS_south_quarter,54,markers,394,214.23,192.57,1785.2,1604.7,5.94,5.94,1.0248,145.509
thesis_fig4-22,HTFGB-30BS_south_quarter,55,markers,396,215.22,189.93,1793.5,1582.8,6.6,5.94,1.0684,150.594
thesis_fig4-22,HTFGB-30BS_south_quarter,56,markers,398,215.22,190.26,1793.5,1585.5,6.6,6.6,1.0684,149.959
thesis_fig4-22,HTFGB-30BS_south_quarter,57,markers,400,215.55,190.59,1796.3,1588.2,5.94,5.94,1.0829,149.323
thesis_fig4-22,HTFGB-30BS_south_quarter,58,markers,402,216.21,189.93,1801.8,1582.8,5.94,5.94,1.112,150.594
thesis_fig4-22,HTFGB-30BS_south_quarter,59,markers,404,216.87,187.62,1807.2,1563.5,5.94,6.6,1.1411,155.044
thesis_fig4-22,HTFGB-30BS_south_quarter,60,markers,406,217.2,186.3,1810.0,1552.5,6.6,6.6,1.1556,157.586
thesis_fig4-22,HTFGB-30BS_south_quarter,61,markers,408,217.86,185.31,1815.5,1544.3,6.6,5.94,1.1847,159.493
thesis_fig4-22,HTFGB-30BS_south_quarter,62,markers,410,218.85,182.67,1823.8,1522.2,5.94,5.94,1.2283,164.578
thesis_fig4-22,HTFGB-30BS_south_quarter,63,markers,412,219.18,182.01,1826.5,1516.7,6.6,5.94,1.2429,165.849
