figure,specimen,drawing_index,pdf_x_pt,pdf_y_pt,slip_in,total_load_kip
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.872,0.01392,117.918
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,227.62,0.01392,116.999
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.872,0.01392,117.918
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,227.62,0.01392,116.999
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.872,0.01392,117.918
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,227.62,0.01392,116.999
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.872,0.01392,117.918
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,227.62,0.01392,116.999
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.872,0.01392,117.918
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.124,0.01392,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.872,0.01392,117.918
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.124,0.01392,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.872,0.01392,117.918
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.124,0.01392,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.872,0.01392,117.918
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.124,0.01392,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.872,0.01392,117.918
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.124,0.01392,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,225.376,0.01392,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.124,0.01392,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,226.124,0.01495,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.124,0.01392,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,225.376,0.01392,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.124,0.01392,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,225.376,0.01392,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.124,0.01392,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,225.376,0.01392,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,226.124,0.01392,118.836
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,225.376,0.01392,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,225.376,0.01495,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,225.376,0.01392,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,225.376,0.01495,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,225.376,0.01392,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,225.376,0.01495,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.143,225.376,0.01392,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,225.376,0.01495,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,224.627,0.01495,120.674
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,225.376,0.01495,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,224.627,0.01495,120.674
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,225.376,0.01495,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,224.627,0.01495,120.674
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,225.376,0.01495,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,224.627,0.01495,120.674
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,225.376,0.01495,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,224.627,0.01495,120.674
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,225.376,0.01495,119.755
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,224.627,0.01495,120.674
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,223.879,0.01495,121.592
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,224.627,0.01495,120.674
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,223.879,0.01495,121.592
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,224.627,0.01495,120.674
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,223.879,0.01495,121.592
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,223.131,0.01495,122.511
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,223.879,0.01495,121.592
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,223.131,0.01495,122.511
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,222.383,0.01495,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,223.131,0.01495,122.511
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,222.383,0.01495,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,223.131,0.01495,122.511
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,222.383,0.01495,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,222.383,0.01598,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,223.131,0.01598,122.511
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,222.383,0.01495,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,222.383,0.01598,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,152.892,222.383,0.01495,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,222.383,0.01598,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,221.635,0.01598,124.348
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,222.383,0.01598,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,221.635,0.01598,124.348
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,222.383,0.01598,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,221.635,0.01598,124.348
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,222.383,0.01598,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,221.635,0.01598,124.348
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,222.383,0.01598,123.43
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,221.635,0.01598,124.348
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,220.886,0.01598,125.267
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,221.635,0.01598,124.348
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,220.886,0.01598,125.267
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,221.635,0.01598,124.348
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,220.886,0.01598,125.267
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,219.39,0.01598,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,220.886,0.01598,125.267
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,220.138,0.01598,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.886,0.01701,125.267
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,220.138,0.01598,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.886,0.01701,125.267
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.138,0.01701,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,153.64,220.138,0.01598,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.138,0.01701,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.138,0.01701,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.138,0.01701,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.138,0.01701,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.138,0.01701,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.138,0.01701,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.138,0.01701,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,220.138,0.01701,126.186
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,218.642,0.01701,128.023
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,218.642,0.01701,128.023
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,218.642,0.01701,128.023
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,218.642,0.01701,128.023
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,218.642,0.01701,128.023
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,219.39,0.01701,127.104
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,218.642,0.01701,128.023
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,217.894,0.01701,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,218.642,0.01701,128.023
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,217.894,0.01701,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,218.642,0.01701,128.023
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,217.894,0.01701,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,218.642,0.01701,128.023
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,217.894,0.01701,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,218.642,0.01701,128.023
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,217.894,0.01701,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.894,0.01804,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,217.894,0.01701,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.894,0.01804,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,217.894,0.01701,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.146,0.01804,129.86
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.894,0.01804,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,154.389,217.894,0.01701,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.894,0.01804,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.146,0.01804,129.86
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.894,0.01804,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.146,0.01804,129.86
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.894,0.01804,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.146,0.01804,129.86
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.894,0.01804,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.146,0.01804,129.86
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.894,0.01804,128.941
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.146,0.01804,129.86
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,216.397,0.01804,130.779
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.146,0.01804,129.86
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,216.397,0.01804,130.779
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.146,0.01804,129.86
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,216.397,0.01804,130.779
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.146,0.01804,129.86
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,216.397,0.01804,130.779
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,217.146,0.01804,129.86
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,216.397,0.01804,130.779
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,215.649,0.01804,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,216.397,0.01804,130.779
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,215.649,0.01804,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,216.397,0.01804,130.779
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,215.649,0.01804,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,216.397,0.01804,130.779
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,215.649,0.01804,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,215.649,0.01908,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,214.901,0.01804,132.616
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,215.649,0.01804,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,215.649,0.01908,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.138,215.649,0.01804,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,215.649,0.01908,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.901,0.01908,132.616
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,215.649,0.01908,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.901,0.01908,132.616
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,215.649,0.01908,131.697
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.901,0.01908,132.616
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.153,0.01908,133.535
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.901,0.01908,132.616
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.153,0.01908,133.535
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.901,0.01908,132.616
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.153,0.01908,133.535
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.901,0.01908,132.616
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.153,0.01908,133.535
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.901,0.01908,132.616
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.153,0.01908,133.535
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,213.405,0.01908,134.453
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.153,0.01908,133.535
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,213.405,0.01908,134.453
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,212.656,0.01908,135.372
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,213.405,0.01908,134.453
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,214.153,0.01908,133.535
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,213.405,0.02011,134.453
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,213.405,0.01908,134.453
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,213.405,0.02011,134.453
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,155.886,213.405,0.01908,134.453
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,213.405,0.02011,134.453
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,212.656,0.02011,135.372
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,213.405,0.02011,134.453
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,212.656,0.02011,135.372
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,211.908,0.02011,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,212.656,0.02011,135.372
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,211.908,0.02011,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,212.656,0.02011,135.372
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,211.908,0.02011,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,212.656,0.02011,135.372
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,211.908,0.02011,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,212.656,0.02011,135.372
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,211.908,0.02011,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,212.656,0.02011,135.372
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,211.908,0.02011,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,210.412,0.02011,138.128
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,211.908,0.02011,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,211.16,0.02114,137.209
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,211.16,0.02011,137.209
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,211.908,0.02114,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,156.635,211.908,0.02011,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,211.16,0.02114,137.209
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,211.908,0.02114,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,211.16,0.02114,137.209
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,211.908,0.02114,136.291
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,211.16,0.02114,137.209
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,210.412,0.02114,138.128
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,211.16,0.02114,137.209
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,210.412,0.02114,138.128
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,211.16,0.02114,137.209
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,210.412,0.02114,138.128
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,211.16,0.02114,137.209
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,210.412,0.02114,138.128
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,209.664,0.02114,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,210.412,0.02114,138.128
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,209.664,0.02114,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,210.412,0.02114,138.128
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,209.664,0.02114,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,210.412,0.02114,138.128
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,209.664,0.02114,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,210.412,0.02114,138.128
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,157.384,209.664,0.02114,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,209.664,0.02217,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,209.664,0.02217,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,209.664,0.02217,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,209.664,0.02217,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,209.664,0.02217,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,209.664,0.02217,139.047
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.167,0.02217,140.884
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.167,0.02217,140.884
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.167,0.02217,140.884
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.167,0.02217,140.884
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.167,0.02217,140.884
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.916,0.02217,139.965
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,208.167,0.02217,140.884
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,207.419,0.0232,141.803
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.133,207.419,0.02217,141.803
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,208.167,0.0232,140.884
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,207.419,0.0232,141.803
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,208.167,0.0232,140.884
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,207.419,0.0232,141.803
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,206.671,0.0232,142.721
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,207.419,0.0232,141.803
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,206.671,0.0232,142.721
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,207.419,0.0232,141.803
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,206.671,0.0232,142.721
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,207.419,0.0232,141.803
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,206.671,0.0232,142.721
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,207.419,0.0232,141.803
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,206.671,0.0232,142.721
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,207.419,0.0232,141.803
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,206.671,0.0232,142.721
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,205.923,0.0232,143.64
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,206.671,0.0232,142.721
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,205.923,0.0232,143.64
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,206.671,0.0232,142.721
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,205.923,0.0232,143.64
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,158.881,206.671,0.0232,142.721
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,206.671,0.02423,142.721
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.923,0.02423,143.64
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.175,0.02423,144.558
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.923,0.02423,143.64
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.175,0.02423,144.558
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.923,0.02423,143.64
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.175,0.02423,144.558
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.923,0.02423,143.64
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.175,0.02423,144.558
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.923,0.02423,143.64
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.175,0.02423,144.558
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,204.426,0.02423,145.477
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,205.175,0.02423,144.558
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,204.426,0.02526,145.477
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,159.63,204.426,0.02423,145.477
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,204.426,0.02526,145.477
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,205.175,0.02526,144.558
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,204.426,0.02526,145.477
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,205.175,0.02526,144.558
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,204.426,0.02526,145.477
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,205.175,0.02526,144.558
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,204.426,0.02526,145.477
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,205.175,0.02526,144.558
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,204.426,0.02526,145.477
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,203.678,0.02526,146.396
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,204.426,0.02526,145.477
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,203.678,0.02526,146.396
Fig94_CIP_transverse,PO-S1-T3D-CIP,29,160.379,204.426,0.02526,145.477
